col_0,Partner,col_2,HS Code,Product,Year,UOM,April_Value,April_Qty,May_Value,May_Qty,June_Value,June_Qty,July_Value,July_Qty,August_Value,August_Qty,September_Value,September_Qty,October_Value,October_Qty,November_Value,November_Qty,December_Value,December_Qty,January_Value,January_Qty,February_Value,February_Qty,March_Value,March_Qty,Total_Value,Total_Qty,Total_Period/Period %  Change (Value),Total_Reporter Code,Total_Partner Code,Total_Product Code,Total_col,source_file
10,Mexico,21,0702004002,"ORG GH GR TM,7-8",2024-2024,KG,0,0.0,0,0.0,0,0.0,"2,371","995,400.0","4,292","1,877,090.0",2,505.0,0,0.0,6,"1,448.0",54,"14,313.0",,,,,,,"6,726","2,888,756.0",,US,MX,0702004002,,Standard_Query_37544.csv
10,Mexico,21,0702004002,"ORG GH GR TM,7-8",2025-2025,KG,0,0.0,0,0.0,0,0.0,"2,231","679,258.0","4,189","1,348,810.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"6,420","2,028,068.0",,US,MX,0702004002,,Standard_Query_37544.csv
10,Mexico,22,0702004004,"ORG GH RM TM,7-8",2024-2024,KG,0,0.0,0,0.0,0,0.0,"1,713","1,713,791.0","2,399","2,277,666.0",0,0.0,0,0.0,4,"1,635.0",0,0.0,,,,,,,"4,116","3,993,092.0",,US,MX,0702004004,,Standard_Query_37544.csv
10,Mexico,22,0702004004,"ORG GH RM TM,7-8",2025-2025,KG,0,0.0,0,0.0,0,0.0,"1,162","604,052.0","1,660","782,165.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"2,822","1,386,217.0",,US,MX,0702004004,,Standard_Query_37544.csv
10,Mexico,23,0702004006,"ORG GH RD TM,7-8",2024-2024,KG,0,0.0,0,0.0,0,0.0,"2,790","2,640,748.0","6,833","7,041,371.0",90,"27,251.0",15,"21,384.0",3,990.0,4,"1,383.0",,,,,,,"9,735","9,733,127.0",,US,MX,0702004006,,Standard_Query_37544.csv
10,Mexico,23,0702004006,"ORG GH RD TM,7-8",2025-2025,KG,0,0.0,0,0.0,0,0.0,"1,074","469,374.0","2,679","1,302,686.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"3,752","1,772,060.0",,US,MX,0702004006,,Standard_Query_37544.csv
10,Mexico,24,0702004008,"ORG GH OT TM,7-8",2024-2024,KG,0,0.0,0,0.0,0,0.0,"1,035","475,685.0","1,743","674,799.0",22,"8,110.0",0,0.0,15,"4,139.0",10,"3,535.0",,,,,,,"2,825","1,166,268.0",,US,MX,0702004008,,Standard_Query_37544.csv
10,Mexico,24,0702004008,"ORG GH OT TM,7-8",2025-2025,KG,0,0.0,0,0.0,0,0.0,"1,835","691,245.0","2,359","793,567.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"4,194","1,484,812.0",,US,MX,0702004008,,Standard_Query_37544.csv
10,Mexico,25,0702004016,GRHS ORG 7-8,2023-2023,KG,0,0.0,0,0.0,0,0.0,"8,338","7,559,396.0","11,932","11,213,031.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"20,270","18,772,427.0",,US,MX,0702004016,,Standard_Query_37544.csv
10,Mexico,26,0702004019,GRHS CH N ORG,2023-2023,KG,0,0.0,0,0.0,0,0.0,"2,761","817,897.0","4,062","1,175,714.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"6,824","1,993,611.0",,US,MX,0702004019,,Standard_Query_37544.csv
10,Mexico,26,0702004019,GRHS CH N ORG,2024-2024,KG,0,0.0,0,0.0,0,0.0,"2,677","925,364.0","6,040","1,950,236.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"8,717","2,875,600.0",,US,MX,0702004019,,Standard_Query_37544.csv
10,Mexico,26,0702004019,GRHS CH N ORG,2025-2025,KG,0,0.0,0,0.0,0,0.0,"2,336","921,653.0","4,680","1,784,739.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"7,016","2,706,392.0",,US,MX,0702004019,,Standard_Query_37544.csv
10,Mexico,27,0702004021,GRHS GR N ORG,2023-2023,KG,0,0.0,0,0.0,0,0.0,"20,582","7,119,832.0","32,109","10,760,955.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"52,691","17,880,787.0",,US,MX,0702004021,,Standard_Query_37544.csv
10,Mexico,27,0702004021,GRHS GR N ORG,2024-2024,KG,0,0.0,0,0.0,0,0.0,"16,887","5,858,016.0","35,777","12,473,866.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"52,665","18,331,882.0",,US,MX,0702004021,,Standard_Query_37544.csv
10,Mexico,27,0702004021,GRHS GR N ORG,2025-2025,KG,0,0.0,0,0.0,0,0.0,"16,904","6,830,662.0","28,201","11,401,468.0",112,"43,335.0",0,0.0,0,0.0,0,0.0,,,,,,,"45,217","18,275,465.0",,US,MX,0702004021,,Standard_Query_37544.csv
10,Mexico,28,0702004023,GRHS TM ROMA 7/,2023-2023,KG,0,0.0,0,0.0,0,0.0,"11,614","11,248,936.0","13,156","12,628,800.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"24,770","23,877,736.0",,US,MX,0702004023,,Standard_Query_37544.csv
10,Mexico,28,0702004023,GRHS TM ROMA 7/,2024-2024,KG,0,0.0,0,0.0,0,0.0,"11,983","8,356,474.0","14,244","10,149,886.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"26,227","18,506,360.0",,US,MX,0702004023,,Standard_Query_37544.csv
10,Mexico,28,0702004023,GRHS TM ROMA 7/,2025-2025,KG,0,0.0,0,0.0,0,0.0,"9,704","12,830,417.0","15,765","18,397,665.0",134,"170,404.0",0,0.0,0,0.0,0,0.0,,,,,,,"25,603","31,398,486.0",,US,MX,0702004023,,Standard_Query_37544.csv
10,Mexico,29,0702004027,GRHS TM ROUND 7/,2023-2023,KG,0,0.0,0,0.0,0,0.0,"7,149","6,513,858.0","11,355","9,840,274.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"18,504","16,354,132.0",,US,MX,0702004027,,Standard_Query_37544.csv
10,Mexico,29,0702004027,GRHS TM ROUND 7/,2024-2024,KG,0,0.0,0,0.0,0,0.0,"14,294","9,104,039.0","30,012","17,423,916.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"44,307","26,527,955.0",,US,MX,0702004027,,Standard_Query_37544.csv
10,Mexico,29,0702004027,GRHS TM ROUND 7/,2025-2025,KG,0,0.0,0,0.0,0,0.0,"8,158","9,254,959.0","19,150","17,037,505.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"27,308","26,292,464.0",,US,MX,0702004027,,Standard_Query_37544.csv
10,Mexico,30,0702004032,GRHS TM NS 7/,2023-2023,KG,0,0.0,0,0.0,0,0.0,"16,264","8,956,272.0","35,888","19,023,143.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"52,153","27,979,415.0",,US,MX,0702004032,,Standard_Query_37544.csv
10,Mexico,30,0702004032,GRHS TM NS 7/,2024-2024,KG,0,0.0,0,0.0,0,0.0,"12,484","5,708,764.0","32,323","14,793,587.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"44,807","20,502,351.0",,US,MX,0702004032,,Standard_Query_37544.csv
10,Mexico,30,0702004032,GRHS TM NS 7/,2025-2025,KG,0,0.0,0,0.0,0,0.0,"14,105","10,778,430.0","31,613","23,495,884.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"45,719","34,274,314.0",,US,MX,0702004032,,Standard_Query_37544.csv
10,Mexico,31,0702004037,TOM ORG7/15-8/31,2023-2023,KG,0,0.0,0,0.0,0,0.0,426,"263,204.0","1,021","731,681.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"1,448","994,885.0",,US,MX,0702004037,,Standard_Query_37544.csv
10,Mexico,31,0702004037,TOM ORG7/15-8/31,2024-2024,KG,0,0.0,0,0.0,0,0.0,"1,551","893,321.0","2,070","1,187,303.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"3,621","2,080,624.0",,US,MX,0702004037,,Standard_Query_37544.csv
10,Mexico,31,0702004037,TOM ORG7/15-8/31,2025-2025,KG,0,0.0,0,0.0,0,0.0,"1,337","858,870.0","2,283","1,498,702.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"3,620","2,357,572.0",,US,MX,0702004037,,Standard_Query_37544.csv
10,Mexico,32,0702004041,CHRY TM7/15-8/31,2023-2023,KG,0,0.0,0,0.0,0,0.0,791,"526,350.0","1,408","879,382.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"2,199","1,405,732.0",,US,MX,0702004041,,Standard_Query_37544.csv
10,Mexico,32,0702004041,CHRY TM7/15-8/31,2024-2024,KG,0,0.0,0,0.0,0,0.0,993,"501,782.0","1,597","952,166.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"2,590","1,453,948.0",,US,MX,0702004041,,Standard_Query_37544.csv
10,Mexico,32,0702004041,CHRY TM7/15-8/31,2025-2025,KG,0,0.0,0,0.0,0,0.0,947,"664,047.0","1,852","1,285,484.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"2,799","1,949,531.0",,US,MX,0702004041,,Standard_Query_37544.csv
10,Mexico,33,0702004047,GRP TM 7/15-8/31,2023-2023,KG,0,0.0,0,0.0,0,0.0,"1,625","1,003,339.0","4,692","3,717,155.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"6,316","4,720,494.0",,US,MX,0702004047,,Standard_Query_37544.csv
10,Mexico,33,0702004047,GRP TM 7/15-8/31,2024-2024,KG,0,0.0,0,0.0,0,0.0,"2,075","1,326,743.0","2,148","1,123,226.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"4,223","2,449,969.0",,US,MX,0702004047,,Standard_Query_37544.csv
10,Mexico,33,0702004047,GRP TM 7/15-8/31,2025-2025,KG,0,0.0,0,0.0,0,0.0,"1,144","899,451.0","1,709","1,199,369.0",28,"18,652.0",0,0.0,0,0.0,0,0.0,,,,,,,"2,881","2,117,472.0",,US,MX,0702004047,,Standard_Query_37544.csv
10,Mexico,34,0702004066,ROMATM 7/15-8/31,2023-2023,KG,0,0.0,0,0.0,0,0.0,"34,541","28,375,021.0","57,304","44,771,267.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"91,845","73,146,288.0",,US,MX,0702004066,,Standard_Query_37544.csv
10,Mexico,34,0702004066,ROMATM 7/15-8/31,2024-2024,KG,0,0.0,0,0.0,0,0.0,"43,108","34,368,566.0","73,931","62,692,387.0",0,0.0,0,0.0,0,0.0,26,"16,344.0",,,,,,,"117,064","97,077,297.0",,US,MX,0702004066,,Standard_Query_37544.csv
10,Mexico,34,0702004066,ROMATM 7/15-8/31,2025-2025,KG,0,0.0,0,0.0,0,0.0,"21,065","29,121,079.0","34,666","50,031,664.0",27,"38,853.0",0,0.0,0,0.0,0,0.0,,,,,,,"55,757","79,191,596.0",,US,MX,0702004066,,Standard_Query_37544.csv
10,Mexico,35,0702004081,TM ROUND NS 7/,2023-2023,KG,0,0.0,0,0.0,0,0.0,"1,600","1,823,963.0","1,308","1,452,645.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"2,908","3,276,608.0",,US,MX,0702004081,,Standard_Query_37544.csv
10,Mexico,35,0702004081,TM ROUND NS 7/,2024-2024,KG,0,0.0,0,0.0,0,0.0,"1,728","1,535,465.0","1,051","1,430,256.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"2,779","2,965,721.0",,US,MX,0702004081,,Standard_Query_37544.csv
10,Mexico,35,0702004081,TM ROUND NS 7/,2025-2025,KG,0,0.0,0,0.0,0,0.0,595,"793,966.0",582,"603,580.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"1,176","1,397,546.0",,US,MX,0702004081,,Standard_Query_37544.csv
10,Mexico,36,0702004092,TM NS 7/,2023-2023,KG,0,0.0,0,0.0,0,0.0,"1,001","493,535.0","2,515","1,425,280.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"3,516","1,918,815.0",,US,MX,0702004092,,Standard_Query_37544.csv
10,Mexico,36,0702004092,TM NS 7/,2024-2024,KG,0,0.0,0,0.0,0,0.0,"1,615","1,381,693.0","4,210","2,871,702.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"5,826","4,253,395.0",,US,MX,0702004092,,Standard_Query_37544.csv
10,Mexico,36,0702004092,TM NS 7/,2025-2025,KG,0,0.0,0,0.0,0,0.0,798,"899,480.0","1,362","1,590,905.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"2,159","2,490,385.0",,US,MX,0702004092,,Standard_Query_37544.csv
10,Mexico,37,0702006002,ORG GH GR TM11-2,2024-2024,KG,113,"26,093.0",38,"8,982.0",58,"13,773.0",0,0.0,60,"13,894.0",25,"5,988.0",0,0.0,"1,487","477,436.0","2,208","650,160.0",,,,,,,"3,988","1,196,326.0",,US,MX,0702006002,,Standard_Query_37544.csv
10,Mexico,37,0702006002,ORG GH GR TM11-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"1,949","497,287.0","2,495","681,335.0",,,,,,,"4,444","1,178,622.0",,US,MX,0702006002,,Standard_Query_37544.csv
10,Mexico,38,0702006004,ORG GH RM TM11-2,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,412,"174,762.0",534,"218,098.0",,,,,,,946,"392,860.0",,US,MX,0702006004,,Standard_Query_37544.csv
10,Mexico,38,0702006004,ORG GH RM TM11-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"1,295","737,763.0","2,542","1,745,746.0",,,,,,,"3,837","2,483,509.0",,US,MX,0702006004,,Standard_Query_37544.csv
10,Mexico,39,0702006006,ORG GH RD TM11-2,2024-2024,KG,88,"24,048.0",146,"39,887.0",394,"97,350.0",116,"30,377.0",0,0.0,0,0.0,0,0.0,"1,569","638,691.0","2,414","1,040,312.0",,,,,,,"4,728","1,870,665.0",,US,MX,0702006006,,Standard_Query_37544.csv
10,Mexico,39,0702006006,ORG GH RD TM11-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"1,282","730,747.0","2,514","1,394,571.0",,,,,,,"3,796","2,125,318.0",,US,MX,0702006006,,Standard_Query_37544.csv
10,Mexico,40,0702006008,ORG GH OT TM11-2,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"1,836","551,333.0","2,856","799,224.0",,,,,,,"4,692","1,350,557.0",,US,MX,0702006008,,Standard_Query_37544.csv
10,Mexico,40,0702006008,ORG GH OT TM11-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"1,446","414,240.0","2,165","713,100.0",,,,,,,"3,612","1,127,340.0",,US,MX,0702006008,,Standard_Query_37544.csv
10,Mexico,41,0702006016,GRHS TM RORG 11/,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"2,921","2,132,022.0","3,451","2,502,713.0",,,,,,,"6,372","4,634,735.0",,US,MX,0702006016,,Standard_Query_37544.csv
10,Mexico,42,0702006019,GRHS TM ROUND 11,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"3,265","974,969.0","5,215","1,604,956.0",,,,,,,"8,480","2,579,925.0",,US,MX,0702006019,,Standard_Query_37544.csv
10,Mexico,42,0702006019,GRHS TM ROUND 11,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"5,716","1,728,346.0","10,678","3,110,289.0",,,,,,,"16,394","4,838,635.0",,US,MX,0702006019,,Standard_Query_37544.csv
10,Mexico,42,0702006019,GRHS TM ROUND 11,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"3,331","1,160,996.0","6,326","2,159,388.0",,,,,,,"9,658","3,320,384.0",,US,MX,0702006019,,Standard_Query_37544.csv
10,Mexico,43,0702006021,GRHS TM NS 11/,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"25,047","7,829,444.0","38,865","11,678,752.0",,,,,,,"63,912","19,508,196.0",,US,MX,0702006021,,Standard_Query_37544.csv
10,Mexico,43,0702006021,GRHS TM NS 11/,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"24,219","8,265,864.0","41,368","12,873,676.0",,,,,,,"65,587","21,139,540.0",,US,MX,0702006021,,Standard_Query_37544.csv
10,Mexico,43,0702006021,GRHS TM NS 11/,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,756.0,0,0.0,"22,158","8,077,189.0","34,929","12,272,645.0",,,,,,,"57,089","20,350,590.0",,US,MX,0702006021,,Standard_Query_37544.csv
10,Mexico,44,0702006023,GRHS TM ROMA 11/,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"19,246","17,133,298.0","23,142","20,329,515.0",,,,,,,"42,388","37,462,813.0",,US,MX,0702006023,,Standard_Query_37544.csv
10,Mexico,44,0702006023,GRHS TM ROMA 11/,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"15,784","10,946,049.0","21,475","15,777,460.0",,,,,,,"37,259","26,723,509.0",,US,MX,0702006023,,Standard_Query_37544.csv
10,Mexico,44,0702006023,GRHS TM ROMA 11/,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"18,403","20,063,366.0","24,152","27,343,554.0",,,,,,,"42,555","47,406,920.0",,US,MX,0702006023,,Standard_Query_37544.csv
10,Mexico,45,0702006027,GRHS TM ROUND 11,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"14,880","13,159,870.0","25,090","20,805,133.0",,,,,,,"39,971","33,965,003.0",,US,MX,0702006027,,Standard_Query_37544.csv
10,Mexico,45,0702006027,GRHS TM ROUND 11,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"24,687","17,463,606.0","36,597","25,897,266.0",,,,,,,"61,283","43,360,872.0",,US,MX,0702006027,,Standard_Query_37544.csv
10,Mexico,45,0702006027,GRHS TM ROUND 11,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"11,910","14,555,686.0","19,963","23,892,776.0",,,,,,,"31,874","38,448,462.0",,US,MX,0702006027,,Standard_Query_37544.csv
10,Mexico,46,0702006032,GRHS TM NS 11/,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"29,044","13,791,947.0","55,908","25,222,538.0",,,,,,,"84,952","39,014,485.0",,US,MX,0702006032,,Standard_Query_37544.csv
10,Mexico,46,0702006032,GRHS TM NS 11/,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"25,032","11,805,030.0","47,685","21,466,795.0",,,,,,,"72,717","33,271,825.0",,US,MX,0702006032,,Standard_Query_37544.csv
10,Mexico,46,0702006032,GRHS TM NS 11/,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"14,182","8,715,527.0","24,933","13,765,560.0",,,,,,,"39,114","22,481,087.0",,US,MX,0702006032,,Standard_Query_37544.csv
10,Mexico,47,0702006033,"ORG GRP TOM,11-2",2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,332,"202,887.0","2,829","1,607,904.0",,,,,,,"3,162","1,810,791.0",,US,MX,0702006033,,Standard_Query_37544.csv
10,Mexico,47,0702006033,"ORG GRP TOM,11-2",2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,308,"132,018.0","1,370","649,023.0",,,,,,,"1,678","781,041.0",,US,MX,0702006033,,Standard_Query_37544.csv
10,Mexico,48,0702006034,"ORG ROM TOM,11-2",2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,293,"231,091.0",424,"328,292.0",,,,,,,717,"559,383.0",,US,MX,0702006034,,Standard_Query_37544.csv
10,Mexico,48,0702006034,"ORG ROM TOM,11-2",2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,378,"307,313.0",477,"339,989.0",,,,,,,855,"647,302.0",,US,MX,0702006034,,Standard_Query_37544.csv
10,Mexico,49,0702006036,TOM ORG OTR,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,507,"340,218.0",845,"392,213.0",,,,,,,"1,353","732,431.0",,US,MX,0702006036,,Standard_Query_37544.csv
10,Mexico,50,0702006037,"ORG RND TOM,11-2",2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,"3,154.0",336,"166,572.0",,,,,,,343,"169,726.0",,US,MX,0702006037,,Standard_Query_37544.csv
10,Mexico,50,0702006037,"ORG RND TOM,11-2",2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,"5,148.0",11,"3,972.0",,,,,,,24,"9,120.0",,US,MX,0702006037,,Standard_Query_37544.csv
10,Mexico,51,0702006038,"ORG OTH TOM,11-2",2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,122,"53,274.0",621,"311,849.0",,,,,,,743,"365,123.0",,US,MX,0702006038,,Standard_Query_37544.csv
10,Mexico,51,0702006038,"ORG OTH TOM,11-2",2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,170,"87,038.0",420,"220,022.0",,,,,,,591,"307,060.0",,US,MX,0702006038,,Standard_Query_37544.csv
10,Mexico,52,0702006039,CHRRY TOM 11/15-,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,412,"232,589.0","1,457","751,307.0",,,,,,,"1,869","983,896.0",,US,MX,0702006039,,Standard_Query_37544.csv
10,Mexico,52,0702006039,CHRRY TOM 11/15-,2024-2024,KG,0,0.0,0,0.0,0,0.0,76,"16,228.0",0,0.0,0,0.0,0,0.0,283,"163,931.0","1,058","469,887.0",,,,,,,"1,417","650,046.0",,US,MX,0702006039,,Standard_Query_37544.csv
10,Mexico,52,0702006039,CHRRY TOM 11/15-,2025-2025,KG,0,0.0,0,0.0,0,0.0,16,"3,133.0",0,0.0,0,0.0,0,0.0,201,"95,764.0",458,"210,024.0",,,,,,,675,"308,921.0",,US,MX,0702006039,,Standard_Query_37544.csv
10,Mexico,53,0702006046,GR TM 11/15-2/28,2023-2023,KG,0,0.0,0,0.0,0,0.0,196,"76,126.0",0,0.0,0,0.0,0,0.0,"1,671","741,940.0","9,282","3,907,730.0",,,,,,,"11,149","4,725,796.0",,US,MX,0702006046,,Standard_Query_37544.csv
10,Mexico,53,0702006046,GR TM 11/15-2/28,2024-2024,KG,0,0.0,0,0.0,0,0.0,16,"6,907.0",0,0.0,0,0.0,0,0.0,"2,416","1,042,905.0","7,630","3,402,724.0",,,,,,,"10,062","4,452,536.0",,US,MX,0702006046,,Standard_Query_37544.csv
10,Mexico,53,0702006046,GR TM 11/15-2/28,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"2,213","1,218,338.0","4,273","3,056,585.0",,,,,,,"6,486","4,274,923.0",,US,MX,0702006046,,Standard_Query_37544.csv
10,Mexico,54,0702006066,ROMA TOM 11/15-2,2023-2023,KG,0,0.0,0,0.0,0,0.0,145,"195,247.0",0,0.0,0,0.0,0,0.0,"23,591","20,335,153.0","53,121","42,559,455.0",,,,,,,"76,856","63,089,855.0",,US,MX,0702006066,,Standard_Query_37544.csv
10,Mexico,54,0702006066,ROMA TOM 11/15-2,2024-2024,KG,0,0.0,0,0.0,0,0.0,236,"290,879.0",0,0.0,0,0.0,0,0.0,"53,856","42,165,417.0","92,172","71,315,564.0",,,,,,,"146,264","113,771,860.0",,US,MX,0702006066,,Standard_Query_37544.csv
10,Mexico,54,0702006066,ROMA TOM 11/15-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"24,926","26,968,278.0","34,969","43,159,905.0",,,,,,,"59,895","70,128,183.0",,US,MX,0702006066,,Standard_Query_37544.csv
10,Mexico,55,0702006081,TM ROUND NS 11/,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"1,532","2,028,570.0","3,347","4,318,986.0",,,,,,,"4,879","6,347,556.0",,US,MX,0702006081,,Standard_Query_37544.csv
10,Mexico,55,0702006081,TM ROUND NS 11/,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"3,187","2,157,925.0","8,942","5,596,706.0",,,,,,,"12,128","7,754,631.0",,US,MX,0702006081,,Standard_Query_37544.csv
10,Mexico,55,0702006081,TM ROUND NS 11/,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"1,593","1,647,515.0","2,666","2,917,959.0",,,,,,,"4,260","4,565,474.0",,US,MX,0702006081,,Standard_Query_37544.csv
10,Mexico,56,0702006092,TM NS 11/,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,713,"433,714.0","1,602","988,692.0",,,,,,,"2,315","1,422,406.0",,US,MX,0702006092,,Standard_Query_37544.csv
10,Mexico,56,0702006092,TM NS 11/,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"3,404","1,064,296.0","7,078","2,221,290.0",,,,,,,"10,483","3,285,586.0",,US,MX,0702006092,,Standard_Query_37544.csv
10,Mexico,56,0702006092,TM NS 11/,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,389,"456,279.0",863,"991,661.0",,,,,,,"1,253","1,447,940.0",,US,MX,0702006092,,Standard_Query_37544.csv
11,New Zealand(*),1,0702002036,GRHS TM ROUND 3/,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,"5,500.0",0,0.0,,,,,,,20,"5,500.0",,US,NZ,0702002036,,Standard_Query_37544.csv
11,New Zealand(*),2,0702006027,GRHS TM ROUND 11,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,"3,500.0",38,"12,100.0",,,,,,,49,"15,600.0",,US,NZ,0702006027,,Standard_Query_37544.csv
11,New Zealand(*),2,0702006027,GRHS TM ROUND 11,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,"6,000.0",49,"14,500.0",,,,,,,70,"20,500.0",,US,NZ,0702006027,,Standard_Query_37544.csv
11,New Zealand(*),2,0702006027,GRHS TM ROUND 11,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,"9,000.0",,,,,,,31,"9,000.0",,US,NZ,0702006027,,Standard_Query_37544.csv
12,Portugal,1,0702002019,GRHS TM ROUND 3/,2025-2025,KG,21,"17,767.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,21,"17,767.0",,US,PO,0702002019,,Standard_Query_37544.csv
