col_0,Partner,col_2,HS Code,Product,Year,UOM,April_Value,April_Qty,May_Value,May_Qty,June_Value,June_Qty,July_Value,July_Qty,August_Value,August_Qty,September_Value,September_Qty,October_Value,October_Qty,November_Value,November_Qty,December_Value,December_Qty,January_Value,January_Qty,February_Value,February_Qty,March_Value,March_Qty,Total_Value,Total_Qty,Total_Period/Period %  Change (Value),Total_Reporter Code,Total_Partner Code,Total_Product Code,Total_col,source_file
3,Ecuador,10,0707005060,"GH CUCM M-J, S-N",2024-2024,KG,0,0.0,0,0.0,6,"2,400.0",0,0.0,0,0.0,0,0.0,3,908.0,0,0.0,0,0.0,,,,,,,9,"3,308.0",,US,EC,0707005060,,Standard_Query_15469.csv
3,Ecuador,10,0707005060,"GH CUCM M-J, S-N",2025-2025,KG,0,0.0,22,"10,516.0",12,"3,922.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,34,"14,438.0",,US,EC,0707005060,,Standard_Query_15469.csv
3,Ecuador,11,0707005070,GR CUCMBR ORG 5,2023-2023,KG,0,0.0,9,"2,448.0",0,0.0,0,0.0,0,0.0,0,0.0,5,"1,258.0",0,0.0,0,0.0,,,,,,,14,"3,706.0",,US,EC,0707005070,,Standard_Query_15469.csv
3,Ecuador,12,0707005080,GR CUCM N ORG 5,2023-2023,KG,0,0.0,3,"1,350.0",0,0.0,0,0.0,0,0.0,20,"6,909.0",11,"3,558.0",3,"1,026.0",0,0.0,,,,,,,37,"12,843.0",,US,EC,0707005080,,Standard_Query_15469.csv
3,Ecuador,13,0707005085,"OTHER CUCMBR,NES",2024-2024,KG,0,0.0,5,"1,350.0",4,"1,800.0",0,0.0,0,0.0,5,480.0,0,0.0,0,0.0,0,0.0,,,,,,,15,"3,630.0",,US,EC,0707005085,,Standard_Query_15469.csv
3,Ecuador,13,0707005085,"OTHER CUCMBR,NES",2025-2025,KG,0,0.0,4,"3,911.0",2,"2,800.0",0,0.0,0,0.0,0,0.0,9,"3,483.0",3,"1,408.0",0,0.0,,,,,,,18,"11,602.0",,US,EC,0707005085,,Standard_Query_15469.csv
3,Ecuador,14,0707006015,GR CUCMBR ORG 7,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,4,"1,346.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,4,"1,346.0",,US,EC,0707006015,,Standard_Query_15469.csv
3,Ecuador,15,0707006026,GH L CCM JUL-AUG,2025-2025,KG,0,0.0,0,0.0,0,0.0,5,"1,477.0",11,"2,445.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,15,"3,922.0",,US,EC,0707006026,,Standard_Query_15469.csv
3,Ecuador,16,0707006028,GH CUCM JUL-AUG,2023-2023,KG,0,0.0,0,0.0,0,0.0,2,"1,050.0",3,861.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,5,"1,911.0",,US,EC,0707006028,,Standard_Query_15469.csv
3,Ecuador,16,0707006028,GH CUCM JUL-AUG,2024-2024,KG,0,0.0,0,0.0,0,0.0,15,"4,166.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,15,"4,166.0",,US,EC,0707006028,,Standard_Query_15469.csv
3,Ecuador,17,0707006060,GR CUCMBR ORG 8,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,7,"1,404.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,7,"1,404.0",,US,EC,0707006060,,Standard_Query_15469.csv
3,Ecuador,18,0707006075,"OTHER CUCMBR,7-8",2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,900.0,2,910.0,3,960.0,,,,,,,9,"2,770.0",,US,EC,0707006075,,Standard_Query_15469.csv
4,Guatemala,1,0707005080,GR CUCM N ORG 5,2023-2023,KG,0,0.0,0,0.0,2,"1,597.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2,"1,597.0",,US,GT,0707005080,,Standard_Query_15469.csv
5,Honduras,1,0707002055,CUCMBER DEC-FEB,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,258,"869,375.0",,,,,,,258,"869,375.0",,US,HO,0707002055,,Standard_Query_15469.csv
5,Honduras,2,0707002070,OTH GH CMBR 12-2,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,133,"1,018,398.0",,,,,,,133,"1,018,398.0",,US,HO,0707002070,,Standard_Query_15469.csv
5,Honduras,2,0707002070,OTH GH CMBR 12-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,"19,039.0",,,,,,,2,"19,039.0",,US,HO,0707002070,,Standard_Query_15469.csv
5,Honduras,3,0707002090,OTHER CMBR 12-2,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,137,"783,596.0",,,,,,,137,"783,596.0",,US,HO,0707002090,,Standard_Query_15469.csv
5,Honduras,3,0707002090,OTHER CMBR 12-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36,"312,888.0",,,,,,,36,"312,888.0",,US,HO,0707002090,,Standard_Query_15469.csv
5,Honduras,4,0707004015,GHERKINS MAR-APR,2024-2024,KG,18,"121,604.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,18,"121,604.0",,US,HO,0707004015,,Standard_Query_15469.csv
5,Honduras,5,0707004055,CUCMBER MAR-APR,2023-2023,KG,56,"403,721.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,56,"403,721.0",,US,HO,0707004055,,Standard_Query_15469.csv
5,Honduras,6,0707004070,OTH GH CMBR 3-4,2024-2024,KG,5,"39,277.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,5,"39,277.0",,US,HO,0707004070,,Standard_Query_15469.csv
5,Honduras,6,0707004070,OTH GH CMBR 3-4,2025-2025,KG,12,"82,368.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,12,"82,368.0",,US,HO,0707004070,,Standard_Query_15469.csv
5,Honduras,7,0707004090,OTHER CMBR 3-4,2024-2024,KG,3,"18,076.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,3,"18,076.0",,US,HO,0707004090,,Standard_Query_15469.csv
5,Honduras,8,0707005020,GR CUCMBR ORG 12,2023-2023,KG,0,0.0,10,"77,095.0",8,"34,971.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,18,"112,066.0",,US,HO,0707005020,,Standard_Query_15469.csv
5,Honduras,9,0707005050,GH L CCM M-J S-N,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,"20,500.0",0,0.0,0,0.0,0,0.0,,,,,,,9,"20,500.0",,US,HO,0707005050,,Standard_Query_15469.csv
5,Honduras,10,0707005060,"GH CUCM M-J, S-N",2024-2024,KG,0,0.0,23,"167,279.0",25,"170,039.0",0,0.0,0,0.0,25,"132,901.0",18,"131,423.0",26,"140,732.0",0,0.0,,,,,,,117,"742,374.0",,US,HO,0707005060,,Standard_Query_15469.csv
5,Honduras,10,0707005060,"GH CUCM M-J, S-N",2025-2025,KG,0,0.0,15,"101,134.0",10,"68,385.0",0,0.0,0,0.0,7,"54,382.0",16,"115,350.0",7,"51,760.0",0,0.0,,,,,,,54,"391,011.0",,US,HO,0707005060,,Standard_Query_15469.csv
5,Honduras,11,0707005070,GR CUCMBR ORG 5,2023-2023,KG,0,0.0,0,0.0,2,"15,007.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2,"15,007.0",,US,HO,0707005070,,Standard_Query_15469.csv
5,Honduras,12,0707005080,GR CUCM N ORG 5,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26,"149,312.0",0,0.0,9,"63,157.0",0,0.0,,,,,,,35,"212,469.0",,US,HO,0707005080,,Standard_Query_15469.csv
5,Honduras,13,0707005085,"OTHER CUCMBR,NES",2024-2024,KG,0,0.0,2,"20,372.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,"24,120.0",0,0.0,,,,,,,8,"44,492.0",,US,HO,0707005085,,Standard_Query_15469.csv
5,Honduras,14,0707006015,GR CUCMBR ORG 7,2023-2023,KG,0,0.0,0,0.0,0,0.0,63,"143,500.0",117,"266,500.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,180,"410,000.0",,US,HO,0707006015,,Standard_Query_15469.csv
5,Honduras,15,0707006024,GH P CCM JUL-AUG,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,18,"41,000.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,18,"41,000.0",,US,HO,0707006024,,Standard_Query_15469.csv
5,Honduras,16,0707006028,GH CUCM JUL-AUG,2023-2023,KG,0,0.0,0,0.0,0,0.0,18,"132,883.0",38,"187,313.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,56,"320,196.0",,US,HO,0707006028,,Standard_Query_15469.csv
5,Honduras,16,0707006028,GH CUCM JUL-AUG,2024-2024,KG,0,0.0,0,0.0,0,0.0,144,"374,220.0",453,"720,845.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,597,"1,095,065.0",,US,HO,0707006028,,Standard_Query_15469.csv
5,Honduras,16,0707006028,GH CUCM JUL-AUG,2025-2025,KG,0,0.0,0,0.0,0,0.0,26,"187,845.0",14,"98,029.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,40,"285,874.0",,US,HO,0707006028,,Standard_Query_15469.csv
5,Honduras,17,0707006060,GR CUCMBR ORG 8,2023-2023,KG,0,0.0,0,0.0,0,0.0,2,"2,636.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2,"2,636.0",,US,HO,0707006060,,Standard_Query_15469.csv
5,Honduras,18,0707006070,GR CUCM N ORG 8,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,63,"143,500.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,63,"143,500.0",,US,HO,0707006070,,Standard_Query_15469.csv
5,Honduras,19,0707006075,"OTHER CUCMBR,7-8",2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,10,"10,308.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,10,"10,308.0",,US,HO,0707006075,,Standard_Query_15469.csv
6,Mayotte,1,0707002055,CUCMBER DEC-FEB,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,"17,568.0",,,,,,,15,"17,568.0",,US,MF,0707002055,,Standard_Query_15469.csv
6,Mayotte,2,0707005030,GH P CCM M-J S-N,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,"1,170.0",0,0.0,,,,,,,3,"1,170.0",,US,MF,0707005030,,Standard_Query_15469.csv
6,Mayotte,3,0707005080,GR CUCM N ORG 5,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,"27,737.0",0,0.0,,,,,,,32,"27,737.0",,US,MF,0707005080,,Standard_Query_15469.csv
7,Mexico,1,0707002015,GHERKINS DEC-FEB,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"2,443","3,173,089.0",,,,,,,"2,443","3,173,089.0",,US,MX,0707002015,,Standard_Query_15469.csv
7,Mexico,1,0707002015,GHERKINS DEC-FEB,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"2,238","2,664,858.0",,,,,,,"2,238","2,664,858.0",,US,MX,0707002015,,Standard_Query_15469.csv
7,Mexico,1,0707002015,GHERKINS DEC-FEB,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"1,657","2,220,400.0",,,,,,,"1,657","2,220,400.0",,US,MX,0707002015,,Standard_Query_15469.csv
7,Mexico,2,0707002035,ORG CUCMBER DEC,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"8,091","4,569,935.0",,,,,,,"8,091","4,569,935.0",,US,MX,0707002035,,Standard_Query_15469.csv
7,Mexico,3,0707002037,ORG PRS CMBR12-2,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"2,034","907,979.0",,,,,,,"2,034","907,979.0",,US,MX,0707002037,,Standard_Query_15469.csv
7,Mexico,3,0707002037,ORG PRS CMBR12-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"1,621","780,756.0",,,,,,,"1,621","780,756.0",,US,MX,0707002037,,Standard_Query_15469.csv
7,Mexico,4,0707002040,ORG SLS CMBR12-2,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,418,"392,745.0","7,053","3,363,219.0",,,,,,,"7,471","3,755,964.0",,US,MX,0707002040,,Standard_Query_15469.csv
7,Mexico,4,0707002040,ORG SLS CMBR12-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"5,473","2,760,211.0",,,,,,,"5,473","2,760,211.0",,US,MX,0707002040,,Standard_Query_15469.csv
7,Mexico,5,0707002045,ORG GHS CMBR12-2,2024-2024,KG,70,"46,181.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,181,"132,379.0","3,885","2,604,217.0",,,,,,,"4,137","2,782,777.0",,US,MX,0707002045,,Standard_Query_15469.csv
7,Mexico,5,0707002045,ORG GHS CMBR12-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"4,018","1,599,042.0",,,,,,,"4,018","1,599,042.0",,US,MX,0707002045,,Standard_Query_15469.csv
7,Mexico,6,0707002050,PRS GH CMBR 12-2,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,53,"110,241.0","2,104","2,155,907.0",,,,,,,"2,157","2,266,148.0",,US,MX,0707002050,,Standard_Query_15469.csv
7,Mexico,6,0707002050,PRS GH CMBR 12-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"2,554","1,903,493.0",,,,,,,"2,554","1,903,493.0",,US,MX,0707002050,,Standard_Query_15469.csv
7,Mexico,7,0707002055,CUCMBER DEC-FEB,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,72,"154,056.0",0,0.0,"70,334","77,851,699.0",,,,,,,"70,405","78,005,755.0",,US,MX,0707002055,,Standard_Query_15469.csv
7,Mexico,8,0707002060,SLS GH CMBR 12-2,2024-2024,KG,4,"3,919.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"2,463","2,642,594.0","14,380","10,725,746.0",,,,,,,"16,847","13,372,259.0",,US,MX,0707002060,,Standard_Query_15469.csv
7,Mexico,8,0707002060,SLS GH CMBR 12-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"12,676","10,593,520.0",,,,,,,"12,676","10,593,520.0",,US,MX,0707002060,,Standard_Query_15469.csv
7,Mexico,9,0707002070,OTH GH CMBR 12-2,2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"1,685","1,834,421.0","8,802","7,658,334.0",,,,,,,"10,487","9,492,755.0",,US,MX,0707002070,,Standard_Query_15469.csv
7,Mexico,9,0707002070,OTH GH CMBR 12-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"6,305","6,455,202.0",,,,,,,"6,305","6,455,202.0",,US,MX,0707002070,,Standard_Query_15469.csv
7,Mexico,10,0707002080,ORG OTH CMBR12-2,2024-2024,KG,837,"348,807.0","1,233","470,481.0",413,"151,661.0",261,"92,325.0",0,0.0,517,"150,099.0",388,"112,522.0",542,"483,603.0","5,284","3,482,150.0",,,,,,,"9,474","5,291,648.0",,US,MX,0707002080,,Standard_Query_15469.csv
7,Mexico,10,0707002080,ORG OTH CMBR12-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"3,070","2,504,416.0",,,,,,,"3,070","2,504,416.0",,US,MX,0707002080,,Standard_Query_15469.csv
7,Mexico,11,0707002090,OTHER CMBR 12-2,2024-2024,KG,76,"163,783.0",19,"9,936.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"3,598","6,550,952.0","42,538","56,233,015.0",,,,,,,"46,232","62,957,686.0",,US,MX,0707002090,,Standard_Query_15469.csv
7,Mexico,11,0707002090,OTHER CMBR 12-2,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,"38,921","55,338,584.0",,,,,,,"38,921","55,338,584.0",,US,MX,0707002090,,Standard_Query_15469.csv
7,Mexico,12,0707004015,GHERKINS MAR-APR,2023-2023,KG,"1,895","2,590,088.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"1,895","2,590,088.0",,US,MX,0707004015,,Standard_Query_15469.csv
7,Mexico,12,0707004015,GHERKINS MAR-APR,2024-2024,KG,"2,783","3,811,065.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"2,783","3,811,065.0",,US,MX,0707004015,,Standard_Query_15469.csv
7,Mexico,12,0707004015,GHERKINS MAR-APR,2025-2025,KG,"5,257","5,309,175.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"5,257","5,309,175.0",,US,MX,0707004015,,Standard_Query_15469.csv
7,Mexico,13,0707004035,ORG CUCMBER MAR,2023-2023,KG,"6,790","4,316,842.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"6,790","4,316,842.0",,US,MX,0707004035,,Standard_Query_15469.csv
7,Mexico,14,0707004037,ORG PRS CMBR 3-4,2024-2024,KG,"4,881","1,538,691.0",234,"65,125.0",26,"7,076.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"5,141","1,610,892.0",,US,MX,0707004037,,Standard_Query_15469.csv
7,Mexico,14,0707004037,ORG PRS CMBR 3-4,2025-2025,KG,"1,882","1,145,498.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"1,882","1,145,498.0",,US,MX,0707004037,,Standard_Query_15469.csv
7,Mexico,15,0707004040,ORG SLS CMBR 3-4,2024-2024,KG,"2,972","1,780,822.0",15,"4,981.0",3,680.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"2,991","1,786,483.0",,US,MX,0707004040,,Standard_Query_15469.csv
7,Mexico,15,0707004040,ORG SLS CMBR 3-4,2025-2025,KG,"4,672","2,880,080.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"4,672","2,880,080.0",,US,MX,0707004040,,Standard_Query_15469.csv
7,Mexico,16,0707004045,ORG GHS CMBR 3-4,2024-2024,KG,"1,798","619,714.0",43,"10,444.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"1,841","630,158.0",,US,MX,0707004045,,Standard_Query_15469.csv
7,Mexico,16,0707004045,ORG GHS CMBR 3-4,2025-2025,KG,"3,183","2,260,224.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"3,183","2,260,224.0",,US,MX,0707004045,,Standard_Query_15469.csv
7,Mexico,17,0707004050,PRS GH CMBR 3-4,2024-2024,KG,"1,391","1,023,326.0",4,"4,388.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"1,395","1,027,714.0",,US,MX,0707004050,,Standard_Query_15469.csv
7,Mexico,17,0707004050,PRS GH CMBR 3-4,2025-2025,KG,903,"930,712.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,903,"930,712.0",,US,MX,0707004050,,Standard_Query_15469.csv
7,Mexico,18,0707004055,CUCMBER MAR-APR,2023-2023,KG,"65,403","80,059,880.0",0,0.0,40,"17,014.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"65,443","80,076,894.0",,US,MX,0707004055,,Standard_Query_15469.csv
7,Mexico,19,0707004060,SLS GH CMBR 3-4,2024-2024,KG,"3,752","3,586,092.0",16,"30,812.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"3,768","3,616,904.0",,US,MX,0707004060,,Standard_Query_15469.csv
7,Mexico,19,0707004060,SLS GH CMBR 3-4,2025-2025,KG,"4,168","4,466,180.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"4,168","4,466,180.0",,US,MX,0707004060,,Standard_Query_15469.csv
7,Mexico,20,0707004070,OTH GH CMBR 3-4,2024-2024,KG,"14,703","13,103,036.0",78,"91,895.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"14,781","13,194,931.0",,US,MX,0707004070,,Standard_Query_15469.csv
7,Mexico,20,0707004070,OTH GH CMBR 3-4,2025-2025,KG,"10,117","14,003,959.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"10,117","14,003,959.0",,US,MX,0707004070,,Standard_Query_15469.csv
7,Mexico,21,0707004080,ORG OTH CMBR 3-4,2024-2024,KG,"8,625","4,505,708.0",594,"301,276.0",253,"116,254.0",43,"19,282.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"9,515","4,942,520.0",,US,MX,0707004080,,Standard_Query_15469.csv
7,Mexico,21,0707004080,ORG OTH CMBR 3-4,2025-2025,KG,"2,902","2,813,032.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"2,902","2,813,032.0",,US,MX,0707004080,,Standard_Query_15469.csv
7,Mexico,22,0707004090,OTHER CMBR 3-4,2024-2024,KG,"41,813","46,563,227.0",226,"223,829.0",61,"28,882.0",201,"90,744.0",38,"16,636.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"42,339","46,923,318.0",,US,MX,0707004090,,Standard_Query_15469.csv
7,Mexico,22,0707004090,OTHER CMBR 3-4,2025-2025,KG,"33,446","52,611,827.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"33,446","52,611,827.0",,US,MX,0707004090,,Standard_Query_15469.csv
7,Mexico,23,0707005005,"GHERKIN 5-6,9-11",2024-2024,KG,875,"1,080,161.0","9,508","3,798,963.0",162,"63,930.0",0,0.0,0,0.0,136,"45,934.0",478,"619,461.0","1,528","2,018,229.0",0,0.0,,,,,,,"12,687","7,626,678.0",,US,MX,0707005005,,Standard_Query_15469.csv
7,Mexico,23,0707005005,"GHERKIN 5-6,9-11",2025-2025,KG,0,0.0,"1,433","1,859,898.0",5,"1,975.0",0,0.0,0,0.0,245,"516,615.0","1,966","3,016,684.0","2,151","3,137,187.0",0,0.0,,,,,,,"5,801","8,532,359.0",,US,MX,0707005005,,Standard_Query_15469.csv
7,Mexico,24,0707005020,GR CUCMBR ORG 12,2023-2023,KG,0,0.0,"7,906","6,317,382.0","6,628","4,995,566.0",0,0.0,0,0.0,"5,058","3,102,705.0","4,998","2,874,265.0","5,751","3,242,698.0",0,0.0,,,,,,,"30,341","20,532,616.0",,US,MX,0707005020,,Standard_Query_15469.csv
7,Mexico,25,0707005022,"ORG PRS CMBR,NES",2024-2024,KG,35,"14,551.0","3,705","1,421,372.0","3,295","1,347,847.0",9,"2,040.0",3,941.0,"1,973","807,448.0","2,409","1,009,229.0","2,084","954,793.0",18,"4,637.0",,,,,,,"13,532","5,562,858.0",,US,MX,0707005022,,Standard_Query_15469.csv
7,Mexico,25,0707005022,"ORG PRS CMBR,NES",2025-2025,KG,0,0.0,"1,353","851,159.0","1,994","1,073,159.0",0,0.0,0,0.0,"1,515","827,150.0","1,322","716,294.0","1,422","749,699.0",0,0.0,,,,,,,"7,606","4,217,461.0",,US,MX,0707005022,,Standard_Query_15469.csv
7,Mexico,26,0707005024,"ORG SLS CMBR,NES",2024-2024,KG,398,"360,958.0","2,369","1,686,337.0","1,991","1,240,973.0",0,0.0,419,"434,601.0","3,137","1,894,116.0","3,076","1,811,734.0","2,870","1,394,805.0",2,730.0,,,,,,,"14,262","8,824,254.0",,US,MX,0707005024,,Standard_Query_15469.csv
7,Mexico,26,0707005024,"ORG SLS CMBR,NES",2025-2025,KG,0,0.0,"5,101","3,357,802.0","4,199","2,436,299.0",0,0.0,0,0.0,"3,900","2,218,484.0","3,558","2,049,623.0","3,412","1,950,675.0",0,0.0,,,,,,,"20,170","12,012,883.0",,US,MX,0707005024,,Standard_Query_15469.csv
7,Mexico,27,0707005026,"ORG GHS CMBR,NES",2024-2024,KG,96,"53,985.0","1,717","692,385.0","1,589","872,455.0",23,"9,513.0",68,"27,191.0","2,415","1,214,173.0","2,463","1,208,949.0","3,994","1,970,433.0",840,"463,385.0",,,,,,,"13,204","6,512,469.0",,US,MX,0707005026,,Standard_Query_15469.csv
7,Mexico,27,0707005026,"ORG GHS CMBR,NES",2025-2025,KG,0,0.0,"4,717","4,446,246.0","1,787","998,898.0",0,0.0,0,0.0,"3,824","1,611,223.0","3,796","1,554,365.0","3,781","1,486,801.0",6,"3,403.0",,,,,,,"17,911","10,100,936.0",,US,MX,0707005026,,Standard_Query_15469.csv
7,Mexico,28,0707005030,GH P CCM M-J S-N,2023-2023,KG,0,0.0,"3,551","3,045,316.0","3,890","2,903,082.0",0,0.0,0,0.0,"2,384","2,274,616.0","2,881","3,762,167.0","2,848","3,191,815.0",0,0.0,,,,,,,"15,554","15,176,996.0",,US,MX,0707005030,,Standard_Query_15469.csv
7,Mexico,28,0707005030,GH P CCM M-J S-N,2024-2024,KG,0,0.0,"1,284","1,879,731.0","1,093","2,028,891.0",0,0.0,0,0.0,"1,427","2,192,574.0","1,672","2,422,175.0","1,765","1,847,038.0",0,0.0,,,,,,,"7,241","10,370,409.0",,US,MX,0707005030,,Standard_Query_15469.csv
7,Mexico,28,0707005030,GH P CCM M-J S-N,2025-2025,KG,0,0.0,"1,333","1,645,133.0","1,828","2,294,434.0",0,0.0,0,0.0,"2,177","2,200,762.0","2,000","2,069,506.0","1,996","1,870,790.0",0,0.0,,,,,,,"9,335","10,080,625.0",,US,MX,0707005030,,Standard_Query_15469.csv
